slice_identifier,sample_index,n_slices_expected,n_slices_real,first_slice,last_slice,mix,detector
slice00733,17,50,40,701,740,1,1
slice00734,17,50,40,701,740,1,1
slice00735,17,50,40,701,740,1,1
slice00736,17,50,40,701,740,1,1
slice00737,17,50,40,701,740,1,1
slice00738,17,50,40,701,740,1,1
slice00739,17,50,40,701,740,1,1
slice00740,17,50,40,701,740,1,1
slice00741,18,50,50,741,790,1,1
slice00742,18,50,50,741,790,1,1
slice00743,18,50,50,741,790,1,1
slice00744,18,50,50,741,790,1,1
slice00745,18,50,50,741,790,1,1
slice00746,18,50,50,741,790,1,1
slice00747,18,50,50,741,790,1,1
slice00748,18,50,50,741,790,1,1
slice00749,18,50,50,741,790,1,1
slice00750,18,50,50,741,790,1,1
slice00751,18,50,50,741,790,1,1
slice00752,18,50,50,741,790,1,1
slice00753,18,50,50,741,790,1,1
slice00754,18,50,50,741,790,1,1
slice00755,18,50,50,741,790,1,1
slice00756,18,50,50,741,790,1,1
slice00757,18,50,50,741,790,1,1
slice00758,18,50,50,741,790,1,1
slice00759,18,50,50,741,790,1,1
slice00760,18,50,50,741,790,1,1
slice00761,18,50,50,741,790,1,1
slice00762,18,50,50,741,790,1,1
slice00763,18,50,50,741,790,1,1
slice00764,18,50,50,741,790,1,1
slice00765,18,50,50,741,790,1,1
slice00766,18,50,50,741,790,1,1
slice00767,18,50,50,741,790,1,1
slice00768,18,50,50,741,790,1,1
slice00769,18,50,50,741,790,1,1
slice00770,18,50,50,741,790,1,1
slice00771,18,50,50,741,790,1,1
slice00772,18,50,50,741,790,1,1
slice00773,18,50,50,741,790,1,1
slice00774,18,50,50,741,790,1,1
slice00775,18,50,50,741,790,1,1
slice00776,18,50,50,741,790,1,1
slice00777,18,50,50,741,790,1,1
slice00778,18,50,50,741,790,1,1
slice00779,18,50,50,741,790,1,1
slice00780,18,50,50,741,790,1,1
slice00781,18,50,50,741,790,1,1
slice00782,18,50,50,741,790,1,1
slice00783,18,50,50,741,790,1,1
slice00784,18,50,50,741,790,1,1
slice00785,18,50,50,741,790,1,1
slice00786,18,50,50,741,790,1,1
slice00787,18,50,50,741,790,1,1
slice00788,18,50,50,741,790,1,1
slice00789,18,50,50,741,790,1,1
slice00790,18,50,50,741,790,1,1
slice00791,19,50,50,791,840,1,1
slice00792,19,50,50,791,840,1,1
slice00793,19,50,50,791,840,1,1
slice00794,19,50,50,791,840,1,1
slice00795,19,50,50,791,840,1,1
slice00796,19,50,50,791,840,1,1
slice00797,19,50,50,791,840,1,1
slice00798,19,50,50,791,840,1,1
slice00799,19,50,50,791,840,1,1
slice00800,19,50,50,791,840,1,1
slice00801,19,50,50,791,840,1,1
slice00802,19,50,50,791,840,1,1
slice00803,19,50,50,791,840,1,1
slice00804,19,50,50,791,840,1,1
slice00805,19,50,50,791,840,1,1
slice00806,19,50,50,791,840,1,1
slice00807,19,50,50,791,840,1,1
slice00808,19,50,50,791,840,1,1
slice00809,19,50,50,791,840,1,1
slice00810,19,50,50,791,840,1,1
slice00811,19,50,50,791,840,1,1
slice00812,19,50,50,791,840,1,1
slice00813,19,50,50,791,840,1,1
slice00814,19,50,50,791,840,1,1
slice00815,19,50,50,791,840,1,1
slice00816,19,50,50,791,840,1,1
slice00817,19,50,50,791,840,1,1
slice00818,19,50,50,791,840,1,1
slice00819,19,50,50,791,840,1,1
slice00820,19,50,50,791,840,1,1
slice00821,19,50,50,791,840,1,1
slice00822,19,50,50,791,840,1,1
slice00823,19,50,50,791,840,1,1
slice00824,19,50,50,791,840,1,1
slice00825,19,50,50,791,840,1,1
slice00826,19,50,50,791,840,1,1
slice00827,19,50,50,791,840,1,1
slice00828,19,50,50,791,840,1,1
slice00829,19,50,50,791,840,1,1
slice00830,19,50,50,791,840,1,1
slice00831,19,50,50,791,840,1,1
slice00832,19,50,50,791,840,1,1
slice00833,19,50,50,791,840,1,1
slice00834,19,50,50,791,840,1,1
slice00835,19,50,50,791,840,1,1
slice00836,19,50,50,791,840,1,1
slice00837,19,50,50,791,840,1,1
slice00838,19,50,50,791,840,1,1
slice00839,19,50,50,791,840,1,1
slice00840,19,50,50,791,840,1,1
slice00841,20,40,40,841,880,1,1
slice00842,20,40,40,841,880,1,1
slice00843,20,40,40,841,880,1,1
slice00844,20,40,40,841,880,1,1
slice00845,20,40,40,841,880,1,1
slice00846,20,40,40,841,880,1,1
slice00847,20,40,40,841,880,1,1
slice00848,20,40,40,841,880,1,1
slice00849,20,40,40,841,880,1,1
slice00850,20,40,40,841,880,1,1
slice00851,20,40,40,841,880,1,1
slice00852,20,40,40,841,880,1,1
slice00853,20,40,40,841,880,1,1
slice00854,20,40,40,841,880,1,1
slice00855,20,40,40,841,880,1,1
slice00856,20,40,40,841,880,1,1
slice00857,20,40,40,841,880,1,1
slice00858,20,40,40,841,880,1,1
slice00859,20,40,40,841,880,1,1
slice00860,20,40,40,841,880,1,1
slice00861,20,40,40,841,880,1,1
slice00862,20,40,40,841,880,1,1
slice00863,20,40,40,841,880,1,1
slice00864,20,40,40,841,880,1,1
slice00865,20,40,40,841,880,1,1
slice00866,20,40,40,841,880,1,1
slice00867,20,40,40,841,880,1,1
slice00868,20,40,40,841,880,1,1
slice00869,20,40,40,841,880,1,1
slice00870,20,40,40,841,880,1,1
slice00871,20,40,40,841,880,1,1
slice00872,20,40,40,841,880,1,1
slice00873,20,40,40,841,880,1,1
slice00874,20,40,40,841,880,1,1
slice00875,20,40,40,841,880,1,1
slice00876,20,40,40,841,880,1,1
slice00877,20,40,40,841,880,1,1
slice00878,20,40,40,841,880,1,1
slice00879,20,40,40,841,880,1,1
slice00880,20,40,40,841,880,1,1
slice00881,21,50,50,881,930,1,1
slice00882,21,50,50,881,930,1,1
slice00883,21,50,50,881,930,1,1
slice00884,21,50,50,881,930,1,1
slice00885,21,50,50,881,930,1,1
slice00886,21,50,50,881,930,1,1
slice00887,21,50,50,881,930,1,1
slice00888,21,50,50,881,930,1,1
slice00889,21,50,50,881,930,1,1
slice00890,21,50,50,881,930,1,1
slice00891,21,50,50,881,930,1,1
slice00892,21,50,50,881,930,1,1
slice00893,21,50,50,881,930,1,1
slice00894,21,50,50,881,930,1,1
slice00895,21,50,50,881,930,1,1
slice00896,21,50,50,881,930,1,1
slice00897,21,50,50,881,930,1,1
slice00898,21,50,50,881,930,1,1
slice00899,21,50,50,881,930,1,1
slice00900,21,50,50,881,930,1,1
slice00901,21,50,50,881,930,1,1
slice00902,21,50,50,881,930,1,1
slice00903,21,50,50,881,930,1,1
slice00904,21,50,50,881,930,1,1
slice00905,21,50,50,881,930,1,1
slice00906,21,50,50,881,930,1,1
slice00907,21,50,50,881,930,1,1
slice00908,21,50,50,881,930,1,1
slice00909,21,50,50,881,930,1,1
slice00910,21,50,50,881,930,1,1
slice00911,21,50,50,881,930,1,1
slice00912,21,50,50,881,930,1,1
slice00913,21,50,50,881,930,1,1
slice00914,21,50,50,881,930,1,1
slice00915,21,50,50,881,930,1,1
slice00916,21,50,50,881,930,1,1
slice00917,21,50,50,881,930,1,1
slice00918,21,50,50,881,930,1,1
slice00919,21,50,50,881,930,1,1
slice00920,21,50,50,881,930,1,1
slice00921,21,50,50,881,930,1,1
slice00922,21,50,50,881,930,1,1
slice00923,21,50,50,881,930,1,1
slice00924,21,50,50,881,930,1,1
slice00925,21,50,50,881,930,1,1
slice00926,21,50,50,881,930,1,1
slice00927,21,50,50,881,930,1,1
slice00928,21,50,50,881,930,1,1
slice00929,21,50,50,881,930,1,1
slice00930,21,50,50,881,930,1,1
slice00931,22,40,40,931,970,1,1
slice00932,22,40,40,931,970,1,1
slice00933,22,40,40,931,970,1,1
slice00934,22,40,40,931,970,1,1
slice00935,22,40,40,931,970,1,1
slice00936,22,40,40,931,970,1,1
slice00937,22,40,40,931,970,1,1
slice00938,22,40,40,931,970,1,1
slice00939,22,40,40,931,970,1,1
slice00940,22,40,40,931,970,1,1
slice00941,22,40,40,931,970,1,1
slice00942,22,40,40,931,970,1,1
slice00943,22,40,40,931,970,1,1
slice00944,22,40,40,931,970,1,1
slice00945,22,40,40,931,970,1,1
slice00946,22,40,40,931,970,1,1
slice00947,22,40,40,931,970,1,1
slice00948,22,40,40,931,970,1,1
slice00949,22,40,40,931,970,1,1
slice00950,22,40,40,931,970,1,1
slice00951,22,40,40,931,970,1,1
slice00952,22,40,40,931,970,1,1
slice00953,22,40,40,931,970,1,1
slice00954,22,40,40,931,970,1,1
slice00955,22,40,40,931,970,1,1
slice00956,22,40,40,931,970,1,1
slice00957,22,40,40,931,970,1,1
slice00958,22,40,40,931,970,1,1
slice00959,22,40,40,931,970,1,1
slice00960,22,40,40,931,970,1,1
slice00961,22,40,40,931,970,1,1
slice00962,22,40,40,931,970,1,1
slice00963,22,40,40,931,970,1,1
slice00964,22,40,40,931,970,1,1
slice00965,22,40,40,931,970,1,1
slice00966,22,40,40,931,970,1,1
slice00967,22,40,40,931,970,1,1
slice00968,22,40,40,931,970,1,1
slice00969,22,40,40,931,970,1,1
slice00970,22,40,40,931,970,1,1
slice00971,23,50,50,971,1020,1,1
slice00972,23,50,50,971,1020,1,1
slice00973,23,50,50,971,1020,1,1
slice00974,23,50,50,971,1020,1,1
slice00975,23,50,50,971,1020,1,1
slice00976,23,50,50,971,1020,1,1
slice00977,23,50,50,971,1020,1,1
slice00978,23,50,50,971,1020,1,1
slice00979,23,50,50,971,1020,1,1
slice00980,23,50,50,971,1020,1,1
slice00981,23,50,50,971,1020,1,1
slice00982,23,50,50,971,1020,1,1
slice00983,23,50,50,971,1020,1,1
slice00984,23,50,50,971,1020,1,1
slice00985,23,50,50,971,1020,1,1
slice00986,23,50,50,971,1020,1,1
slice00987,23,50,50,971,1020,1,1
slice00988,23,50,50,971,1020,1,1
slice00989,23,50,50,971,1020,1,1
slice00990,23,50,50,971,1020,1,1
slice00991,23,50,50,971,1020,1,1
slice00992,23,50,50,971,1020,1,1
slice00993,23,50,50,971,1020,1,1
slice00994,23,50,50,971,1020,1,1
slice00995,23,50,50,971,1020,1,1
slice00996,23,50,50,971,1020,1,1
slice00997,23,50,50,971,1020,1,1
slice00998,23,50,50,971,1020,1,1
slice00999,23,50,50,971,1020,1,1
slice01000,23,50,50,971,1020,1,1
slice01001,23,50,50,971,1020,1,1
slice01002,23,50,50,971,1020,1,1
slice01003,23,50,50,971,1020,1,1
slice01004,23,50,50,971,1020,1,1
slice01005,23,50,50,971,1020,1,1
slice01006,23,50,50,971,1020,1,1
slice01007,23,50,50,971,1020,1,1
slice01008,23,50,50,971,1020,1,1
slice01009,23,50,50,971,1020,1,1
slice01010,23,50,50,971,1020,1,1
slice01011,23,50,50,971,1020,1,1
slice01012,23,50,50,971,1020,1,1
slice01013,23,50,50,971,1020,1,1
slice01014,23,50,50,971,1020,1,1
slice01015,23,50,50,971,1020,1,1
slice01016,23,50,50,971,1020,1,1
slice01017,23,50,50,971,1020,1,1
slice01018,23,50,50,971,1020,1,1
slice01019,23,50,50,971,1020,1,1
slice01020,23,50,50,971,1020,1,1
slice01021,24,50,50,1021,1070,1,1
slice01022,24,50,50,1021,1070,1,1
slice01023,24,50,50,1021,1070,1,1
slice01024,24,50,50,1021,1070,1,1
slice01025,24,50,50,1021,1070,1,1
slice01026,24,50,50,1021,1070,1,1
slice01027,24,50,50,1021,1070,1,1
slice01028,24,50,50,1021,1070,1,1
slice01029,24,50,50,1021,1070,1,1
slice01030,24,50,50,1021,1070,1,1
slice01031,24,50,50,1021,1070,1,1
slice01032,24,50,50,1021,1070,1,1
slice01033,24,50,50,1021,1070,1,1
slice01034,24,50,50,1021,1070,1,1
slice01035,24,50,50,1021,1070,1,1
slice01036,24,50,50,1021,1070,1,1
slice01037,24,50,50,1021,1070,1,1
slice01038,24,50,50,1021,1070,1,1
slice01039,24,50,50,1021,1070,1,1
slice01040,24,50,50,1021,1070,1,1
slice01041,24,50,50,1021,1070,1,1
slice01042,24,50,50,1021,1070,1,1
slice01043,24,50,50,1021,1070,1,1
slice01044,24,50,50,1021,1070,1,1
slice01045,24,50,50,1021,1070,1,1
slice01046,24,50,50,1021,1070,1,1
slice01047,24,50,50,1021,1070,1,1
slice01048,24,50,50,1021,1070,1,1
slice01049,24,50,50,1021,1070,1,1
slice01050,24,50,50,1021,1070,1,1
slice01051,24,50,50,1021,1070,1,1
slice01052,24,50,50,1021,1070,1,1
slice01053,24,50,50,1021,1070,1,1
slice01054,24,50,50,1021,1070,1,1
slice01055,24,50,50,1021,1070,1,1
slice01056,24,50,50,1021,1070,1,1
slice01057,24,50,50,1021,1070,1,1
slice01058,24,50,50,1021,1070,1,1
slice01059,24,50,50,1021,1070,1,1
slice01060,24,50,50,1021,1070,1,1
slice01061,24,50,50,1021,1070,1,1
slice01062,24,50,50,1021,1070,1,1
slice01063,24,50,50,1021,1070,1,1
slice01064,24,50,50,1021,1070,1,1
slice01065,24,50,50,1021,1070,1,1
slice01066,24,50,50,1021,1070,1,1
slice01067,24,50,50,1021,1070,1,1
slice01068,24,50,50,1021,1070,1,1
slice01069,24,50,50,1021,1070,1,1
slice01070,24,50,50,1021,1070,1,1
slice01071,25,50,50,1071,1120,1,1
slice01072,25,50,50,1071,1120,1,1
slice01073,25,50,50,1071,1120,1,1
slice01074,25,50,50,1071,1120,1,1
slice01075,25,50,50,1071,1120,1,1
slice01076,25,50,50,1071,1120,1,1
slice01077,25,50,50,1071,1120,1,1
slice01078,25,50,50,1071,1120,1,1
slice01079,25,50,50,1071,1120,1,1
slice01080,25,50,50,1071,1120,1,1
slice01081,25,50,50,1071,1120,1,1
slice01082,25,50,50,1071,1120,1,1
slice01083,25,50,50,1071,1120,1,1
slice01084,25,50,50,1071,1120,1,1
slice01085,25,50,50,1071,1120,1,1
slice01086,25,50,50,1071,1120,1,1
slice01087,25,50,50,1071,1120,1,1
slice01088,25,50,50,1071,1120,1,1
slice01089,25,50,50,1071,1120,1,1
slice01090,25,50,50,1071,1120,1,1
slice01091,25,50,50,1071,1120,1,1
slice01092,25,50,50,1071,1120,1,1
slice01093,25,50,50,1071,1120,1,1
slice01094,25,50,50,1071,1120,1,1
slice01095,25,50,50,1071,1120,1,1
slice01096,25,50,50,1071,1120,1,1
slice01097,25,50,50,1071,1120,1,1
slice01098,25,50,50,1071,1120,1,1
slice01099,25,50,50,1071,1120,1,1
slice01100,25,50,50,1071,1120,1,1
slice01101,25,50,50,1071,1120,1,1
slice01102,25,50,50,1071,1120,1,1
slice01103,25,50,50,1071,1120,1,1
slice01104,25,50,50,1071,1120,1,1
slice01105,25,50,50,1071,1120,1,1
slice01106,25,50,50,1071,1120,1,1
slice01107,25,50,50,1071,1120,1,1
slice01108,25,50,50,1071,1120,1,1
slice01109,25,50,50,1071,1120,1,1
slice01110,25,50,50,1071,1120,1,1
slice01111,25,50,50,1071,1120,1,1
slice01112,25,50,50,1071,1120,1,1
slice01113,25,50,50,1071,1120,1,1
slice01114,25,50,50,1071,1120,1,1
slice01115,25,50,50,1071,1120,1,1
slice01116,25,50,50,1071,1120,1,1
slice01117,25,50,50,1071,1120,1,1
slice01118,25,50,50,1071,1120,1,1
slice01119,25,50,50,1071,1120,1,1
slice01120,25,50,50,1071,1120,1,1
slice01121,26,50,50,1121,1170,1,1
slice01122,26,50,50,1121,1170,1,1
slice01123,26,50,50,1121,1170,1,1
slice01124,26,50,50,1121,1170,1,1
slice01125,26,50,50,1121,1170,1,1
slice01126,26,50,50,1121,1170,1,1
slice01127,26,50,50,1121,1170,1,1
slice01128,26,50,50,1121,1170,1,1
slice01129,26,50,50,1121,1170,1,1
slice01130,26,50,50,1121,1170,1,1
slice01131,26,50,50,1121,1170,1,1
slice01132,26,50,50,1121,1170,1,1
slice01133,26,50,50,1121,1170,1,1
slice01134,26,50,50,1121,1170,1,1
slice01135,26,50,50,1121,1170,1,1
slice01136,26,50,50,1121,1170,1,1
slice01137,26,50,50,1121,1170,1,1
slice01138,26,50,50,1121,1170,1,1
slice01139,26,50,50,1121,1170,1,1
slice01140,26,50,50,1121,1170,1,1
slice01141,26,50,50,1121,1170,1,1
slice01142,26,50,50,1121,1170,1,1
slice01143,26,50,50,1121,1170,1,1
slice01144,26,50,50,1121,1170,1,1
slice01145,26,50,50,1121,1170,1,1
slice01146,26,50,50,1121,1170,1,1
slice01147,26,50,50,1121,1170,1,1
slice01148,26,50,50,1121,1170,1,1
slice01149,26,50,50,1121,1170,1,1
slice01150,26,50,50,1121,1170,1,1
slice01151,26,50,50,1121,1170,1,1
slice01152,26,50,50,1121,1170,1,1
slice01153,26,50,50,1121,1170,1,1
slice01154,26,50,50,1121,1170,1,1
slice01155,26,50,50,1121,1170,1,1
slice01156,26,50,50,1121,1170,1,1
slice01157,26,50,50,1121,1170,1,1
slice01158,26,50,50,1121,1170,1,1
slice01159,26,50,50,1121,1170,1,1
slice01160,26,50,50,1121,1170,1,1
slice01161,26,50,50,1121,1170,1,1
slice01162,26,50,50,1121,1170,1,1
slice01163,26,50,50,1121,1170,1,1
slice01164,26,50,50,1121,1170,1,1
slice01165,26,50,50,1121,1170,1,1
slice01166,26,50,50,1121,1170,1,1
slice01167,26,50,50,1121,1170,1,1
slice01168,26,50,50,1121,1170,1,1
slice01169,26,50,50,1121,1170,1,1
slice01170,26,50,50,1121,1170,1,1
slice01171,27,50,50,1171,1220,1,1
slice01172,27,50,50,1171,1220,1,1
slice01173,27,50,50,1171,1220,1,1
slice01174,27,50,50,1171,1220,1,1
slice01175,27,50,50,1171,1220,1,1
slice01176,27,50,50,1171,1220,1,1
slice01177,27,50,50,1171,1220,1,1
slice01178,27,50,50,1171,1220,1,1
slice01179,27,50,50,1171,1220,1,1
slice01180,27,50,50,1171,1220,1,1
slice01181,27,50,50,1171,1220,1,1
slice01182,27,50,50,1171,1220,1,1
slice01183,27,50,50,1171,1220,1,1
slice01184,27,50,50,1171,1220,1,1
slice01185,27,50,50,1171,1220,1,1
slice01186,27,50,50,1171,1220,1,1
slice01187,27,50,50,1171,1220,1,1
slice01188,27,50,50,1171,1220,1,1
slice01189,27,50,50,1171,1220,1,1
slice01190,27,50,50,1171,1220,1,1
slice01191,27,50,50,1171,1220,1,1
slice01192,27,50,50,1171,1220,1,1
slice01193,27,50,50,1171,1220,1,1
slice01194,27,50,50,1171,1220,1,1
slice01195,27,50,50,1171,1220,1,1
slice01196,27,50,50,1171,1220,1,1
slice01197,27,50,50,1171,1220,1,1
slice01198,27,50,50,1171,1220,1,1
slice01199,27,50,50,1171,1220,1,1
slice01200,27,50,50,1171,1220,1,1
slice01201,27,50,50,1171,1220,1,1
slice01202,27,50,50,1171,1220,1,1
slice01203,27,50,50,1171,1220,1,1
slice01204,27,50,50,1171,1220,1,1
slice01205,27,50,50,1171,1220,1,1
slice01206,27,50,50,1171,1220,1,1
slice01207,27,50,50,1171,1220,1,1
slice01208,27,50,50,1171,1220,1,1
slice01209,27,50,50,1171,1220,1,1
slice01210,27,50,50,1171,1220,1,1
slice01211,27,50,50,1171,1220,1,1
slice01212,27,50,50,1171,1220,1,1
slice01213,27,50,50,1171,1220,1,1
slice01214,27,50,50,1171,1220,1,1
slice01215,27,50,50,1171,1220,1,1
slice01216,27,50,50,1171,1220,1,1
slice01217,27,50,50,1171,1220,1,1
slice01218,27,50,50,1171,1220,1,1
slice01219,27,50,50,1171,1220,1,1
slice01220,27,50,50,1171,1220,1,1
slice01221,28,50,50,1221,1270,1,1
slice01222,28,50,50,1221,1270,1,1
slice01223,28,50,50,1221,1270,1,1
slice01224,28,50,50,1221,1270,1,1
slice01225,28,50,50,1221,1270,1,1
slice01226,28,50,50,1221,1270,1,1
slice01227,28,50,50,1221,1270,1,1
slice01228,28,50,50,1221,1270,1,1
slice01229,28,50,50,1221,1270,1,1
slice01230,28,50,50,1221,1270,1,1
slice01231,28,50,50,1221,1270,1,1
slice01232,28,50,50,1221,1270,1,1
slice01233,28,50,50,1221,1270,1,1
slice01234,28,50,50,1221,1270,1,1
slice01235,28,50,50,1221,1270,1,1
slice01236,28,50,50,1221,1270,1,1
slice01237,28,50,50,1221,1270,1,1
slice01238,28,50,50,1221,1270,1,1
slice01239,28,50,50,1221,1270,1,1
slice01240,28,50,50,1221,1270,1,1
slice01241,28,50,50,1221,1270,1,1
slice01242,28,50,50,1221,1270,1,1
slice01243,28,50,50,1221,1270,1,1
slice01244,28,50,50,1221,1270,1,1
slice01245,28,50,50,1221,1270,1,1
slice01246,28,50,50,1221,1270,1,1
slice01247,28,50,50,1221,1270,1,1
slice01248,28,50,50,1221,1270,1,1
slice01249,28,50,50,1221,1270,1,1
slice01250,28,50,50,1221,1270,1,1
slice01251,28,50,50,1221,1270,1,1
slice01252,28,50,50,1221,1270,1,1
slice01253,28,50,50,1221,1270,1,1
slice01254,28,50,50,1221,1270,1,1
slice01255,28,50,50,1221,1270,1,1
slice01256,28,50,50,1221,1270,1,1
slice01257,28,50,50,1221,1270,1,1
slice01258,28,50,50,1221,1270,1,1
slice01259,28,50,50,1221,1270,1,1
slice01260,28,50,50,1221,1270,1,1
slice01261,28,50,50,1221,1270,1,1
slice01262,28,50,50,1221,1270,1,1
slice01263,28,50,50,1221,1270,1,1
slice01264,28,50,50,1221,1270,1,1
slice01265,28,50,50,1221,1270,1,1
slice01266,28,50,50,1221,1270,1,1
slice01267,28,50,50,1221,1270,1,1
slice01268,28,50,50,1221,1270,1,1
slice01269,28,50,50,1221,1270,1,1
slice01270,28,50,50,1221,1270,1,1
slice01271,29,50,50,1271,1320,1,1
slice01272,29,50,50,1271,1320,1,1
slice01273,29,50,50,1271,1320,1,1
slice01274,29,50,50,1271,1320,1,1
slice01275,29,50,50,1271,1320,1,1
slice01276,29,50,50,1271,1320,1,1
slice01277,29,50,50,1271,1320,1,1
slice01278,29,50,50,1271,1320,1,1
slice01279,29,50,50,1271,1320,1,1
slice01280,29,50,50,1271,1320,1,1
slice01281,29,50,50,1271,1320,1,1
slice01282,29,50,50,1271,1320,1,1
slice01283,29,50,50,1271,1320,1,1
slice01284,29,50,50,1271,1320,1,1
slice01285,29,50,50,1271,1320,1,1
slice01286,29,50,50,1271,1320,1,1
slice01287,29,50,50,1271,1320,1,1
slice01288,29,50,50,1271,1320,1,1
slice01289,29,50,50,1271,1320,1,1
slice01290,29,50,50,1271,1320,1,1
slice01291,29,50,50,1271,1320,1,1
slice01292,29,50,50,1271,1320,1,1
slice01293,29,50,50,1271,1320,1,1
slice01294,29,50,50,1271,1320,1,1
slice01295,29,50,50,1271,1320,1,1
slice01296,29,50,50,1271,1320,1,1
slice01297,29,50,50,1271,1320,1,1
slice01298,29,50,50,1271,1320,1,1
slice01299,29,50,50,1271,1320,1,1
slice01300,29,50,50,1271,1320,1,1
slice01301,29,50,50,1271,1320,1,1
slice01302,29,50,50,1271,1320,1,1
slice01303,29,50,50,1271,1320,1,1
slice01304,29,50,50,1271,1320,1,1
slice01305,29,50,50,1271,1320,1,1
slice01306,29,50,50,1271,1320,1,1
slice01307,29,50,50,1271,1320,1,1
slice01308,29,50,50,1271,1320,1,1
slice01309,29,50,50,1271,1320,1,1
slice01310,29,50,50,1271,1320,1,1
slice01311,29,50,50,1271,1320,1,1
slice01312,29,50,50,1271,1320,1,1
slice01313,29,50,50,1271,1320,1,1
slice01314,29,50,50,1271,1320,1,1
slice01315,29,50,50,1271,1320,1,1
slice01316,29,50,50,1271,1320,1,1
slice01317,29,50,50,1271,1320,1,1
slice01318,29,50,50,1271,1320,1,1
slice01319,29,50,50,1271,1320,1,1
slice01320,29,50,50,1271,1320,1,1
slice01321,30,40,40,1321,1360,1,1
slice01322,30,40,40,1321,1360,1,1
slice01323,30,40,40,1321,1360,1,1
slice01324,30,40,40,1321,1360,1,1
slice01325,30,40,40,1321,1360,1,1
slice01326,30,40,40,1321,1360,1,1
slice01327,30,40,40,1321,1360,1,1
slice01328,30,40,40,1321,1360,1,1
slice01329,30,40,40,1321,1360,1,1
slice01330,30,40,40,1321,1360,1,1
slice01331,30,40,40,1321,1360,1,1
slice01332,30,40,40,1321,1360,1,1
slice01333,30,40,40,1321,1360,1,1
slice01334,30,40,40,1321,1360,1,1
slice01335,30,40,40,1321,1360,1,1
slice01336,30,40,40,1321,1360,1,1
slice01337,30,40,40,1321,1360,1,1
slice01338,30,40,40,1321,1360,1,1
slice01339,30,40,40,1321,1360,1,1
slice01340,30,40,40,1321,1360,1,1
slice01341,30,40,40,1321,1360,1,1
slice01342,30,40,40,1321,1360,1,1
slice01343,30,40,40,1321,1360,1,1
slice01344,30,40,40,1321,1360,1,1
slice01345,30,40,40,1321,1360,1,1
slice01346,30,40,40,1321,1360,1,1
slice01347,30,40,40,1321,1360,1,1
slice01348,30,40,40,1321,1360,1,1
slice01349,30,40,40,1321,1360,1,1
slice01350,30,40,40,1321,1360,1,1
slice01351,30,40,40,1321,1360,1,1
slice01352,30,40,40,1321,1360,1,1
slice01353,30,40,40,1321,1360,1,1
slice01354,30,40,40,1321,1360,1,1
slice01355,30,40,40,1321,1360,1,1
slice01356,30,40,40,1321,1360,1,1
slice01357,30,40,40,1321,1360,1,1
slice01358,30,40,40,1321,1360,1,1
slice01359,30,40,40,1321,1360,1,1
slice01360,30,40,40,1321,1360,1,1
slice01361,31,50,50,1361,1410,1,1
slice01362,31,50,50,1361,1410,1,1
slice01363,31,50,50,1361,1410,1,1
slice01364,31,50,50,1361,1410,1,1
slice01365,31,50,50,1361,1410,1,1
slice01366,31,50,50,1361,1410,1,1
slice01367,31,50,50,1361,1410,1,1
slice01368,31,50,50,1361,1410,1,1
slice01369,31,50,50,1361,1410,1,1
slice01370,31,50,50,1361,1410,1,1
slice01371,31,50,50,1361,1410,1,1
slice01372,31,50,50,1361,1410,1,1
slice01373,31,50,50,1361,1410,1,1
slice01374,31,50,50,1361,1410,1,1
slice01375,31,50,50,1361,1410,1,1
slice01376,31,50,50,1361,1410,1,1
slice01377,31,50,50,1361,1410,1,1
slice01378,31,50,50,1361,1410,1,1
slice01379,31,50,50,1361,1410,1,1
slice01380,31,50,50,1361,1410,1,1
slice01381,31,50,50,1361,1410,1,1
slice01382,31,50,50,1361,1410,1,1
slice01383,31,50,50,1361,1410,1,1
slice01384,31,50,50,1361,1410,1,1
slice01385,31,50,50,1361,1410,1,1
slice01386,31,50,50,1361,1410,1,1
slice01387,31,50,50,1361,1410,1,1
slice01388,31,50,50,1361,1410,1,1
slice01389,31,50,50,1361,1410,1,1
slice01390,31,50,50,1361,1410,1,1
slice01391,31,50,50,1361,1410,1,1
slice01392,31,50,50,1361,1410,1,1
slice01393,31,50,50,1361,1410,1,1
slice01394,31,50,50,1361,1410,1,1
slice01395,31,50,50,1361,1410,1,1
slice01396,31,50,50,1361,1410,1,1
slice01397,31,50,50,1361,1410,1,1
slice01398,31,50,50,1361,1410,1,1
slice01399,31,50,50,1361,1410,1,1
slice01400,31,50,50,1361,1410,1,1
slice01401,31,50,50,1361,1410,1,1
slice01402,31,50,50,1361,1410,1,1
slice01403,31,50,50,1361,1410,1,1
slice01404,31,50,50,1361,1410,1,1
slice01405,31,50,50,1361,1410,1,1
slice01406,31,50,50,1361,1410,1,1
slice01407,31,50,50,1361,1410,1,1
slice01408,31,50,50,1361,1410,1,1
slice01409,31,50,50,1361,1410,1,1
slice01410,31,50,50,1361,1410,1,1
slice01411,32,50,50,1411,1460,1,1
slice01412,32,50,50,1411,1460,1,1
slice01413,32,50,50,1411,1460,1,1
slice01414,32,50,50,1411,1460,1,1
slice01415,32,50,50,1411,1460,1,1
slice01416,32,50,50,1411,1460,1,1
slice01417,32,50,50,1411,1460,1,1
slice01418,32,50,50,1411,1460,1,1
slice01419,32,50,50,1411,1460,1,1
slice01420,32,50,50,1411,1460,1,1
slice01421,32,50,50,1411,1460,1,1
